13633,PanAm World Airways,,WQ,PQW,,United States,Y
15887,CBM America,,,XBM,AIRMAX,United States,Y
15975,Black Stallion Airways,,BZ,BSA,Stallion,United States,Y
16135,Yellowstone Club Private Shuttle,,Y1,\N,YCS,United States,Y
16264,Trans Pas Air,,T6,TP6,,United States,Y
16625,Papillon Grand Canyon Helicopters,,HI,\N,,United States,Y
16702,Usa Sky Cargo,USky,E1,ES2,USKY,United States,Y
16726,Era Alaska,,7H,ERR,ERAH,United States,Y
16735,Hankook Air US,,H1,HA1,,United States,Y
16932,Orbit Airlines,Orbit,,OBT,Orbit,United States,Y
17519,SENIC AIRLINES,,YR,\N,,United States,Y
17563,XOJET,,,XOJ,,United States,Y
17628,Orbit International Airlines,,,OAI,OA,United States,Y
17629,Orbit Regional Airlines,,,OAR,OA,United States,Y
17630,Orbit Atlantic Airways,,,OAN,,United States,Y
17841,Aws express,,B0,666,aws,United States,Y
17859,Southjet,,76,SJS,,United States,Y
17860,Southjet connect,,77,ZCS,,United States,Y
17862,Southjet cargo,,78,XAN,,United States,Y
18169,Patriot Airways,,P4,\N,,United States,Y
18178,Vision Airlines (V2),,V2,RBY,RUBY,United States,Y
18239,Yellowtail,,YE,YEL,,United States,Y
18241,Royal Airways,Royal Inc.,KG,RAW,RAW,United States,Y
18257,Executive AirShare,,,XSR,,United States,Y
18529,T.J. Air,,TJ,TJA,T.J. Air,United States,Y
18930,Maryland Air,Maryland,M1,M1F,Maryland Flight,United States,Y
19016,Apache Air,Apache,ZM,IWA,APACHE,United States,Y
19287,National Air Cargo,,N8,NCR,,United States,Y
19290,Eastern Atlantic Virtual Airlines,,13,EAV,EAVA,United States,Y
19350,Comfort Express Virtual Charters Albany,,,EVC,Comfort Express,United States,Y
19351,Comfort Express Virtual Charters,,,CEO,,United States,Y
19433,XAIR USA,,XA,XAU,XAIR,United States,Y
19619,Envoy Air,,,ENY,Envoy,United States,Y
19674,Rainbow Air (RAI),Rainbow Air (RAI),RN,RAB,Rainbow,United States,Y
19676,Rainbow Air Polynesia,Rainbow Air POL,RX,RPO,Rainbow Air,United States,Y
19678,Rainbow Air US,Rainbow Air US,RM,RNY,Rainbow Air,United States,Y
19774,Spike Airlines,Aero Spike,S0,SAL,Spike Air,United States,Y
19804,All America,All America,A2,AL2,,United States,Y
19890,Dense Airways,,KP,DWA,DENSE,United States,Y
19891,Dense Connection,,KZ,DC2,DC2,United States,Y
19917,Jet Suite,,,RSP,Red Stripe,United States,Y
20060,San Dima Air,(Cyber Airlines) Not Real,,SDI,FAREFLIGHT,United States,Y
20222,OneJet,,J1,\N,,United States,Y
20565,Boutique Air (Priv),,4B,BTQ,,United States,Y
20607,Liberty Airways,,LE,LTY,,United States,Y
20710,Silver Airways (3M),,3M,\N,Silver Wings,United States,Y
20808,Alghanim,,,KYA,,United States,Y
20931,Southern Airways Express,Sun Air Express,,LTD,LIGHTSPEED,United States,Y
20976,World Scale Airlines,World Scale,W3,WSS,,United States,Y
20978,All America US,All America US,AG,SSA,,United States,Y
20991,Choice Airways,,,CSX,,United States,Y
20996,Dynamic Airways,,,DYA,,United States,Y
21124,ViaAir,Charter Air Transport,,SRY,Stingray,United States,Y
